Agency_Text,Sex_Code_Text,Ethnic_Code_Text,DateOfBirth,ScaleSet_ID,AssessmentReason,Language,LegalStatus,CustodyStatus,MaritalStatus,Screening_Date,RecSupervisionLevel,Scale_ID,ScoreText
PRETRIAL,1,African-American,260967897.0,22,Intake,English,Pretrial,Jail Inmate,Single,1364620218.0,1,8,Low
PRETRIAL,0,Hispanic,2871145143.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1414785094.0,1,8,Low
PRETRIAL,1,African-American,2663604259.0,22,Intake,English,Pretrial,Jail Inmate,Single,1385378556.0,1,8,Low
Probation,0,Caucasian,485143121.0,17,Intake,English,Post Sentence,Probation,Single,1388783998.0,1,8,Low
Probation,1,African-American,197702965.0,22,Intake,English,Other,Probation,Single,1370504162.0,1,8,Low
Probation,1,Caucasian,409032643.0,22,Intake,English,Post Sentence,Probation,Single,1384700302.0,2,8,Medium
PRETRIAL,1,African-Am,735489975.0,22,Intake,English,Post Sentence,Residential Program,Married,1379459190.0,3,8,High
PRETRIAL,1,Caucasian,3145171906.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368427621.0,1,8,Low
PRETRIAL,1,African-American,523981840.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1379057874.0,3,8,High
Probation,1,African-American,544480734.0,22,Intake,English,Post Sentence,Probation,Single,1390712329.0,1,8,Low
PRETRIAL,1,Caucasian,654340742.0,22,Intake,English,Post Sentence,Probation,Single,1368521040.0,1,8,Low
Probation,1,Caucasian,579363644.0,22,Intake,English,Other,Probation,Single,1412064973.0,1,8,Low
PRETRIAL,1,Caucasian,643509965.0,22,Intake,English,Conditional Release,Jail Inmate,Single,1367551760.0,2,8,High
PRETRIAL,1,Caucasian,602512166.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1358146229.0,3,8,High
Probation,0,Caucasian,2972752641.0,22,Intake,English,Post Sentence,Probation,Single,1404815103.0,1,8,Low
PRETRIAL,0,African-American,707031616.0,22,Intake,English,Pretrial,Jail Inmate,Single,1400080159.0,1,8,Low
PRETRIAL,1,African-American,3212219743.0,22,Intake,English,Pretrial,Jail Inmate,Single,1387852186.0,2,8,Medium
Broward County,1,Caucasian,2642328256.0,22,Intake,Spanish,Deferred Sentencing,Parole,Divorced,1398948375.0,1,8,Medium
PRETRIAL,1,Caucasian,3114406967.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365963305.0,1,8,Low
PRETRIAL,1,African-American,743141107.0,22,Intake,English,Pretrial,Jail Inmate,Single,1407491766.0,2,8,Medium
DRRD,1,African-American,290641710.0,17,Intake,English,Probation Violator,Prison Inmate,Married,1371751008.0,1,8,High
PRETRIAL,1,Caucasian,717782689.0,22,Intake,English,Other,Probation,Divorced,1358183267.0,1,8,Low
PRETRIAL,1,Caucasian,394671691.0,22,Intake,English,Pretrial,Jail Inmate,Single,1403788229.0,1,8,Low
PRETRIAL,1,African-American,2911958367.0,22,Intake,English,Pretrial,Jail Inmate,Single,1389751281.0,2,8,Medium
PRETRIAL,0,Caucasian,711979852.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1408917131.0,1,8,Low
Probation,1,Hispanic,742014370.0,22,Intake,Spanish,Other,Probation,Single,1390082737.0,1,8,Low
PRETRIAL,1,African-American,700585274.0,22,Intake,English,Post Sentence,Probation,Married,1367001052.0,3,8,High
DRRD,1,Hispanic,2709535695.0,22,Intake,Spanish,Deferred Sentencing,Parole,Single,1393291620.0,2,8,High
PRETRIAL,0,African-American,526674143.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1377200192.0,2,8,Medium
PRETRIAL,1,Hispanic,3156914728.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1418420573.0,1,8,Low
DRRD,1,African-American,534436583.0,22,Intake,English,Pretrial,Prison Inmate,Widowed,1374107654.0,2,8,Medium
PRETRIAL,1,African-American,3125524134.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1402650753.0,1,8,Low
Probation,1,African-American,2674598272.0,22,Intake,English,Other,Probation,Divorced,1381215523.0,1,8,Low
PRETRIAL,1,African-American,336620482.0,22,Intake,English,Post Sentence,Residential Program,Single,1366468177.0,3,8,High
Probation,1,Caucasian,3090926288.0,22,Intake,English,Post Sentence,Probation,Single,1363565111.0,1,8,Low
PRETRIAL,1,Caucasian,3079704123.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363959424.0,1,8,Medium
PRETRIAL,1,African-American,337385352.0,22,Intake,English,Probation Violator,Residential Program,Married,1361116461.0,3,8,Medium
PRETRIAL,1,African-American,3064247426.0,22,Intake,English,Pretrial,Jail Inmate,Married,1376056156.0,1,8,Low
Probation,1,African-American,606082593.0,22,Intake,English,Post Sentence,Probation,Single,1392228023.0,2,8,Medium
PRETRIAL,1,African-American,625435960.0,22,Intake,English,Pretrial,Jail Inmate,Married,1389057153.0,1,8,Low
PRETRIAL,1,Caucasian,754511455.0,22,Intake,English,Pretrial,Jail Inmate,Single,1417273202.0,2,8,Medium
Probation,0,Hispanic,3169803564.0,22,Intake,English,Post Sentence,Probation,Single,1364298952.0,2,8,Medium
PRETRIAL,1,African-American,504089492.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1376599827.0,2,8,Medium
PRETRIAL,0,Hispanic,528339631.0,22,Intake,English,Post Sentence,Probation,Married,1378951036.0,1,8,Low
PRETRIAL,1,Caucasian,172525236.0,22,Intake,English,Other,Jail Inmate,Single,1400951320.0,2,8,Medium
Probation,1,Caucasian,3041767443.0,22,Intake,English,Post Sentence,Probation,Divorced,1404120322.0,1,8,Low
PRETRIAL,1,Caucasian,321835788.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359212689.0,2,8,Medium
PRETRIAL,1,Hispanic,133844466.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363528017.0,1,8,Low
PRETRIAL,1,African-American,627917314.0,22,Intake,English,Pretrial,Jail Inmate,Single,1392404201.0,3,8,High
Probation,1,African-American,2575514390.0,22,Intake,English,Post Sentence,Probation,Single,1367466181.0,1,8,Low
PRETRIAL,1,Hispanic,610762447.0,22,Intake,English,Pretrial,Jail Inmate,Single,1404557626.0,4,8,High
PRETRIAL,1,African-American,505411272.0,22,Intake,English,Pretrial,Jail Inmate,Single,1400183071.0,2,8,Medium
Probation,1,Caucasian,651416647.0,22,Intake,English,Post Sentence,Probation,Married,1368421079.0,1,8,Low
PRETRIAL,1,African-American,665017742.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395811349.0,1,8,Low
Probation,1,African-American,2508669351.0,22,Intake,English,Post Sentence,Probation,Single,1368076457.0,1,8,Low
PRETRIAL,1,African-American,2951924293.0,22,Intake,English,Pretrial,Jail Inmate,Single,1417660676.0,1,8,Low
PRETRIAL,1,Caucasian,201020598.0,22,Intake,English,Conditional Release,Jail Inmate,Single,1385429447.0,2,8,High
PRETRIAL,1,Caucasian,890037264.0,22,Intake,English,Pretrial,Jail Inmate,Divorced,1387172472.0,2,8,Medium
PRETRIAL,1,African-American,753614516.0,22,Intake,English,Pretrial,Jail Inmate,Single,1361937296.0,3,8,High
Probation,1,Caucasian,2704991893.0,22,Intake,English,Other,Probation,Single,1376774388.0,1,8,Low
PRETRIAL,1,Asian,832957154.0,17,Intake,English,Pretrial,Pretrial Defendant,Single,1393092279.0,1,8,Low
PRETRIAL,0,Caucasian,2445586640.0,22,Intake,English,Pretrial,Jail Inmate,Single,1358401305.0,4,8,High
Broward County,0,African-American,2086934873.0,17,Intake,English,Pretrial,Jail Inmate,Single,1378744397.0,2,8,Medium
PRETRIAL,1,African-American,647216825.0,22,Intake,English,Pretrial,Jail Inmate,Single,1408429926.0,2,8,Medium
Probation,0,Hispanic,2924484675.0,22,Intake,English,Pretrial,Jail Inmate,Single,1413335135.0,2,8,Medium
PRETRIAL,1,Hispanic,582919448.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1419737000.0,1,8,Medium
PRETRIAL,1,Caucasian,3269232210.0,22,Intake,English,Pretrial,Jail Inmate,Married,1379422109.0,1,8,Medium
PRETRIAL,1,African-American,540687427.0,22,Intake,English,Pretrial,Jail Inmate,Married,1410303095.0,1,8,Low
Probation,1,African-American,2552244629.0,17,Intake,English,Post Sentence,Probation,Single,1368309284.0,4,8,High
Probation,1,African-American,595567505.0,22,Intake,English,Post Sentence,Probation,Divorced,1386902609.0,1,8,Low
PRETRIAL,1,Caucasian,858169724.0,22,Intake,English,Post Sentence,Probation,Divorced,1390300024.0,1,8,Low
PRETRIAL,1,African-American,609969078.0,22,Intake,English,Post Sentence,Residential Program,Single,1358086703.0,3,8,High
PRETRIAL,1,African-American,612940916.0,22,Intake,English,Pretrial,Jail Inmate,Single,1360245231.0,3,8,High
Probation,0,Hispanic,244547581.0,22,Intake,English,Post Sentence,Probation,Single,1395764768.0,1,8,Low
PRETRIAL,0,African-American,451447203.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368303945.0,4,8,High
Probation,1,African-American,285252841.0,22,Intake,English,Parole Violator,Residential Program,Widowed,1404478125.0,1,8,Medium
PRETRIAL,1,Caucasian,661717908.0,22,Intake,English,Pretrial,Jail Inmate,Single,1369057225.0,4,8,High
PRETRIAL,1,African-American,523688078.0,22,Intake,English,Pretrial,Jail Inmate,Single,1413284356.0,3,8,High
PRETRIAL,1,African-American,670354408.0,22,Intake,English,Parole Violator,Pretrial Defendant,Single,1386724992.0,2,8,High
PRETRIAL,1,African-American,2885649033.0,22,Intake,English,Pretrial,Jail Inmate,Single,1376706016.0,1,8,Low
PRETRIAL,1,African-American,3058622532.0,22,Intake,English,Pretrial,Jail Inmate,Single,1393897111.0,1,8,Low
PRETRIAL,1,Caucasian,548980619.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365914785.0,1,8,Low
PRETRIAL,1,Caucasian,666329944.0,22,Intake,English,Pretrial,Jail Inmate,Single,1368533111.0,1,8,Low
PRETRIAL,1,African-American,499914453.0,22,Intake,English,Pretrial,Jail Inmate,Single,1370615765.0,3,8,Medium
PRETRIAL,1,Other,2964515668.0,22,Intake,English,Pretrial,Jail Inmate,Single,1359477680.0,1,8,Low
Probation,1,Hispanic,325182451.0,22,Intake,English,Post Sentence,Probation,Single,1357378352.0,1,8,Low
Probation,0,African-American,564411482.0,22,Intake,English,Post Sentence,Probation,Single,1389554903.0,3,8,High
PRETRIAL,1,African-American,509837400.0,22,Intake,English,Post Sentence,Probation,Single,1380345713.0,3,8,High
PRETRIAL,0,Oriental,2865121625.0,17,Intake,English,Pretrial,Pretrial Defendant,Single,1401225675.0,1,8,Low
Probation,1,Other,2976412382.0,22,Intake,English,Post Sentence,Probation,Divorced,1384164787.0,1,8,Low
PRETRIAL,1,Caucasian,578056424.0,22,Intake,English,Pretrial,Jail Inmate,Single,1390954803.0,2,8,Low
PRETRIAL,0,Caucasian,868129918.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1396086740.0,1,8,Low
PRETRIAL,1,African-American,584278113.0,22,Intake,English,Conditional Release,Prison Inmate,Single,1374715960.0,4,8,Low
PRETRIAL,1,African-American,3037593611.0,22,Intake,English,Pretrial,Jail Inmate,Single,1403504811.0,1,8,Low
PRETRIAL,1,African-American,233037481.0,22,Intake,English,Pretrial,Jail Inmate,Single,1400336449.0,1,8,Low
PRETRIAL,1,African-American,776127223.0,22,Intake,English,Pretrial,Jail Inmate,Single,1369470278.0,4,8,High
PRETRIAL,1,Caucasian,662372024.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395587256.0,1,8,Medium
PRETRIAL,1,African-American,632279263.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363098395.0,4,8,High
Probation,1,Hispanic,2499628518.0,22,Intake,English,Post Sentence,Probation,Single,1365002430.0,1,8,Low
PRETRIAL,1,African-American,749154270.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1419263167.0,2,8,Medium
PRETRIAL,1,African-American,791429728.0,22,Intake,English,Post Sentence,Probation,Single,1364427127.0,2,8,Medium
Probation,1,Caucasian,149322750.0,22,Intake,English,Post Sentence,Probation,Separated,1394535000.0,1,8,Low
PRETRIAL,1,Caucasian,473034202.0,22,Intake,English,Post Sentence,Probation,Married,1389706456.0,1,8,Low
PRETRIAL,1,Hispanic,659228714.0,22,Intake,English,Post Sentence,Probation,Separated,1362685288.0,1,8,Low
PRETRIAL,1,African-American,2736980904.0,22,Intake,English,Pretrial,Jail Inmate,Single,1357096557.0,1,8,Low
PRETRIAL,1,Caucasian,2990214734.0,22,Intake,English,Pretrial,Jail Inmate,Single,1363082996.0,1,8,Low
PRETRIAL,1,Other,3122335769.0,22,Intake,English,Pretrial,Jail Inmate,Single,1414817890.0,1,8,Low
Probation,0,Caucasian,2963652615.0,22,Intake,English,Post Sentence,Probation,Married,1394243804.0,1,8,Low
PRETRIAL,1,Asian,622996856.0,17,Intake,English,Post Sentence,Probation,Single,1399184498.0,4,8,High
Probation,1,Caucasian,663626922.0,22,Intake,English,Post Sentence,Probation,Single,1371122780.0,2,8,Medium
DRRD,0,Caucasian,864646896.0,22,Intake,English,Post Sentence,Parole,Unknown,1408056753.0,4,8,High
DRRD,1,Caucasian,3104816525.0,17,Intake,Spanish,Other,Prison Inmate,Married,1379085394.0,1,8,Low
PRETRIAL,1,African-American,519964730.0,22,Intake,Spanish,Other,Pretrial Defendant,Single,1404011248.0,1,8,Low
PRETRIAL,1,African-American,270925399.0,22,Intake,English,Pretrial,Jail Inmate,Married,1381829479.0,1,8,Low
PRETRIAL,1,African-American,2859431935.0,22,Intake,English,Pretrial,Jail Inmate,Single,1411336938.0,3,8,Medium
PRETRIAL,0,Caucasian,836010958.0,22,Intake,English,Pretrial,Jail Inmate,Single,1406081119.0,1,8,Low
DRRD,1,African-American,1309394454.0,17,Intake,English,Probation Violator,Prison Inmate,Married,1372486388.0,1,8,High
PRETRIAL,1,Caucasian,2440927739.0,22,Intake,English,Pretrial,Jail Inmate,Single,1367579887.0,1,8,Low
Probation,1,Hispanic,631452372.0,22,Intake,English,Post Sentence,Probation,Single,1358883437.0,1,8,Low
Probation,1,African-American,222442251.0,22,Intake,English,Post Sentence,Probation,Single,1409199520.0,1,8,Low
PRETRIAL,1,African-American,634100264.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1399570347.0,1,8,Low
PRETRIAL,1,Caucasian,495478973.0,22,Intake,English,Post Sentence,Probation,Single,1387291463.0,1,8,Low
Probation,1,African-American,2329295519.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1404597520.0,3,8,High
Probation,1,Hispanic,3265969117.0,22,Intake,English,Post Sentence,Probation,Separated,1363651200.0,1,8,Low
PRETRIAL,0,Hispanic,2779855009.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1386274886.0,2,8,Medium
PRETRIAL,1,African-American,605177753.0,22,Intake,English,Pretrial,Jail Inmate,Single,1419097836.0,3,8,High
PRETRIAL,1,Hispanic,2989746513.0,22,Intake,English,Pretrial,Jail Inmate,Married,1386567813.0,1,8,Medium
PRETRIAL,1,African-American,482329533.0,22,Intake,English,Pretrial,Pretrial Defendant,Divorced,1401092231.0,1,8,Low
PRETRIAL,1,African-American,2616714287.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1403596582.0,1,8,Low
PRETRIAL,0,Caucasian,3099243092.0,22,Intake,English,Pretrial,Jail Inmate,Married,1358490288.0,1,8,Medium
PRETRIAL,1,African-American,3216100029.0,22,Intake,English,Pretrial,Jail Inmate,Single,1414901484.0,1,8,Low
PRETRIAL,1,African-American,397323535.0,22,Intake,English,Pretrial,Pretrial Defendant,Married,1396964882.0,1,8,Low
Probation,1,Caucasian,253570568.0,22,Intake,English,Other,Probation,Single,1416165457.0,1,8,Low
Broward County,1,African-American,2030104948.0,17,Intake,English,Pretrial,Pretrial Defendant,Single,1376008223.0,2,8,Medium
Probation,1,Hispanic,612936746.0,22,Intake,English,Post Sentence,Probation,Married,1392340039.0,1,8,Low
PRETRIAL,1,African-American,894462620.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1407911692.0,1,8,Low
PRETRIAL,0,Caucasian,132449575.0,22,Intake,English,Pretrial,Jail Inmate,Married,1359287347.0,1,8,Low
Probation,1,Caucasian,319529712.0,22,Intake,English,Post Sentence,Probation,Single,1399609016.0,2,8,Medium
PRETRIAL,1,Hispanic,132641471.0,22,Intake,English,Pretrial,Jail Inmate,Single,1395349576.0,1,8,Low
Probation,1,Native American,2810964706.0,22,Intake,English,Post Sentence,Probation,Separated,1390250539.0,1,8,Low
PRETRIAL,1,Caucasian,3099498916.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1411612778.0,4,8,High
PRETRIAL,1,Other,493960156.0,22,Intake,English,Post Sentence,Probation,Single,1363341415.0,2,8,Medium
PRETRIAL,1,Caucasian,467152029.0,22,Intake,English,Pretrial,Jail Inmate,Single,1416637476.0,3,8,Medium
PRETRIAL,1,Caucasian,465279047.0,22,Intake,English,Pretrial,Jail Inmate,Single,1378822566.0,1,8,Low
PRETRIAL,0,Hispanic,545317055.0,22,Intake,English,Pretrial,Jail Inmate,Married,1359939835.0,1,8,Low
PRETRIAL,1,Caucasian,594626760.0,22,Intake,English,Pretrial,Jail Inmate,Single,1378088399.0,2,8,Medium
Probation,1,Caucasian,205911110.0,22,Intake,English,Post Sentence,Probation,Single,1384718239.0,1,8,Low
PRETRIAL,0,Native American,426191451.0,22,Intake,English,Post Sentence,Probation,Single,1414188493.0,2,8,Medium
PRETRIAL,0,Other,521072793.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1378049080.0,1,8,Low
PRETRIAL,1,African-American,3056884351.0,22,Intake,English,Pretrial,Jail Inmate,Single,1385543656.0,2,8,Medium
PRETRIAL,1,Caucasian,706648926.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1373800560.0,2,8,Medium
PRETRIAL,1,Caucasian,884398337.0,22,Intake,English,Other,Jail Inmate,Single,1362455980.0,2,8,Medium
DRRD,1,Asian,1034724591.0,17,Intake,Spanish,Pretrial,Pretrial Defendant,Single,1408988078.0,4,8,High
PRETRIAL,1,African-American,598087633.0,22,Intake,English,Pretrial,Jail Inmate,Single,1382064338.0,1,8,Low
Probation,0,Caucasian,559656708.0,22,Intake,English,Post Sentence,Probation,Single,1379964379.0,2,8,Low
PRETRIAL,1,Caucasian,1215849896.0,22,Intake,Spanish,Conditional Release,Pretrial Defendant,Single,1412642312.0,3,8,High
Probation,1,Caucasian,474317739.0,22,Intake,English,Post Sentence,Probation,Single,1386561926.0,1,8,Low
Probation,0,African-American,3050816595.0,22,Intake,English,Post Sentence,Probation,Married,1416592950.0,1,8,Low
PRETRIAL,1,Hispanic,536249321.0,22,Intake,English,Post Sentence,Probation,Single,1380670271.0,2,8,Medium
PRETRIAL,1,African-American,2307699691.0,22,Intake,Spanish,Pretrial,Jail Inmate,Single,1358046207.0,3,8,High
PRETRIAL,1,African-American,2884638391.0,22,Intake,English,Pretrial,Jail Inmate,Single,1383377227.0,2,8,Medium
PRETRIAL,0,Hispanic,724394676.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1409070316.0,1,8,Low
Probation,1,Caucasian,503107589.0,22,Intake,English,Post Sentence,Probation,Single,1394626653.0,1,8,Low
PRETRIAL,1,Caucasian,849887648.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1396041235.0,3,8,High
PRETRIAL,1,African-American,418337947.0,22,Intake,English,Pretrial,Jail Inmate,Single,1384025227.0,3,8,High
Probation,0,Hispanic,2934473720.0,22,Intake,Spanish,Post Sentence,Probation,Single,1399318966.0,1,8,Low
Probation,1,Hispanic,861026560.0,22,Intake,English,Other,Probation,Single,1358784915.0,2,8,Medium
PRETRIAL,1,African-American,441835738.0,22,Intake,English,Pretrial,Jail Inmate,Single,1391458593.0,4,8,High
PRETRIAL,1,African-American,3152832046.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1364640653.0,2,8,Medium
PRETRIAL,1,African-American,837339007.0,22,Intake,English,Pretrial,Jail Inmate,Significant Other,1406586955.0,3,8,Medium
Probation,0,African-American,3006486180.0,22,Intake,English,Post Sentence,Probation,Married,1359161299.0,1,8,Low
Probation,1,African-American,2976690538.0,22,Intake,English,Post Sentence,Probation,Single,1382750681.0,1,8,Low
Probation,1,Caucasian,419689651.0,22,Intake,English,Other,Probation,Married,1380694769.0,1,8,Low
Probation,0,African-American,2957334611.0,22,Intake,Spanish,Post Sentence,Probation,Single,1404316920.0,1,8,Low
PRETRIAL,1,African-American,489575428.0,22,Intake,English,Pretrial,Jail Inmate,Single,1365060321.0,3,8,High
PRETRIAL,0,Asian,506185046.0,17,Intake,English,Pretrial,Jail Inmate,Single,1358976243.0,4,8,High
PRETRIAL,0,African-American,569608463.0,22,Intake,English,Pretrial,Jail Inmate,Single,1412370077.0,1,8,Low
PRETRIAL,0,African-American,451621176.0,22,Intake,English,Pretrial,Jail Inmate,Single,1392025103.0,4,8,High
PRETRIAL,1,Hispanic,2594122550.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1409156565.0,1,8,Low
PRETRIAL,1,Caucasian,304103226.0,22,Intake,English,Pretrial,Jail Inmate,Single,1369546064.0,1,8,Low
DRRD,1,Caucasian,2538283455.0,17,Intake,English,Pretrial,Pretrial Defendant,Single,1363430907.0,1,8,Low
Probation,1,Caucasian,414965176.0,22,Intake,Spanish,Conditional Release,Probation,Separated,1401413956.0,1,8,High
PRETRIAL,0,Caucasian,450559022.0,22,Intake,English,Pretrial,Pretrial Defendant,Single,1386620203.0,3,8,High
